"parent" "sex" "offspring" "chrom" "left" "right" "meiosis" "distance_to_next" "dodgy_chromosome"
"8M31583" "M" "8N06543" 2 51274996 51426258 "8M31583_8N06543" 94363092 "no"
"8M31583" "M" "8N06543" 2 145789350 146576668 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 3 14371323 14400331 "8M31583_8N06543" 46245223 "no"
"8M31583" "M" "8N06543" 3 60645554 60770115 "8M31583_8N06543" 48086881 "no"
"8M31583" "M" "8N06543" 3 108856996 109396925 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 5 46676261 47139056 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 6 2564427 3054377 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 7 4149455 4375478 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 8 18450159 18754962 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 9 18136965 18700846 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 11 13783623 15358441 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 12 13258530 13352219 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 13 13940804 14789867 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 14 7802165 8308125 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 17 5936057 6110618 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 20 4852865 5132780 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 24 3888072 4290299 "8M31583_8N06543" NA "no"
"8M31583" "M" "8N06543" 26 566141 1069529 "8M31583_8N06543" NA "no"
"8M31585" "F" "8M71504" 1 14900108 15610613 "8M31585_8M71504" 92345014 "no"
"8M31585" "F" "8M71504" 1 107955627 108539082 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 2 123749486 123980319 "8M31585_8M71504" 19512528 "no"
"8M31585" "F" "8M71504" 2 143492847 144032219 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 3 7192809 7428182 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 4 67838589 70251260 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 5 52811335 53195939 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 6 2024735 2497756 "8M31585_8M71504" 12220077 "no"
"8M31585" "F" "8M71504" 6 14717833 15437143 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 7 21238354 21661135 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 8 11254410 11482159 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 12 17923418 19573363 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 13 2290299 3153154 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 17 604680 1517980 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 18 3223659 3817612 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 23 4658992 6974644 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M71504" 29 48694089 49259304 "8M31585_8M71504" NA "no"
"8M31585" "F" "8M72805" 1 28827537 31598665 "8M31585_8M72805" 41741964 "no"
"8M31585" "F" "8M72805" 1 73340629 73482366 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 2 5781423 6021120 "8M31585_8M72805" 108999310 "no"
"8M31585" "F" "8M72805" 2 115020430 115171199 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 4 24046696 24214420 "8M31585_8M72805" 23114932 "no"
"8M31585" "F" "8M72805" 4 47329352 47760990 "8M31585_8M72805" 20077599 "no"
"8M31585" "F" "8M72805" 4 67838589 70115062 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 5 27703168 27874729 "8M31585_8M72805" 24929036 "no"
"8M31585" "F" "8M72805" 5 52803765 52946075 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 6 31181568 31531137 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 8 13546607 13851371 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 9 9360068 9587271 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 10 5268992 5709737 "8M31585_8M72805" 12270741 "no"
"8M31585" "F" "8M72805" 10 17980478 18354547 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 12 13927391 14084239 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 14 2120520 2752796 "8M31585_8M72805" 8600149 "no"
"8M31585" "F" "8M72805" 14 11352945 11499752 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 15 8867715 9853662 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 18 5504704 5546011 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 19 2654440 3066652 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 21 420 215034 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 22 927561 2868620 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 24 1351638 2422349 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 26 1311807 3098894 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72805" 29 64985146 65440740 "8M31585_8M72805" NA "no"
"8M31585" "F" "8M72806" 1 42314909 42824554 "8M31585_8M72806" 31639207 "no"
"8M31585" "F" "8M72806" 1 74463761 74868047 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 2 114683302 114839960 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 3 7760391 8285100 "8M31585_8M72806" 21676158 "no"
"8M31585" "F" "8M72806" 3 29961258 30325885 "8M31585_8M72806" 23727954 "no"
"8M31585" "F" "8M72806" 3 54053839 57639772 "8M31585_8M72806" 51249070 "no"
"8M31585" "F" "8M72806" 3 108888842 109760535 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 4 47089538 48130091 "8M31585_8M72806" 14942060 "no"
"8M31585" "F" "8M72806" 4 63072151 63491377 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 5 4460152 5710893 "8M31585_8M72806" 8404114 "no"
"8M31585" "F" "8M72806" 5 14115007 14996278 "8M31585_8M72806" 23222638 "no"
"8M31585" "F" "8M72806" 5 38218916 38737660 "8M31585_8M72806" 16371836 "no"
"8M31585" "F" "8M72806" 5 55109496 55768853 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 6 2159838 2473748 "8M31585_8M72806" 11176635 "no"
"8M31585" "F" "8M72806" 6 13650383 14469654 "8M31585_8M72806" 14455237 "no"
"8M31585" "F" "8M72806" 6 28924891 29165586 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 7 8265421 8595864 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 8 5297500 6118602 "8M31585_8M72806" 16268428 "no"
"8M31585" "F" "8M72806" 8 22387030 23646486 "8M31585_8M72806" 19712579 "no"
"8M31585" "F" "8M72806" 8 43359065 44771255 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 9 14826275 15247133 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 10 2938555 3950572 "8M31585_8M72806" 14824199 "no"
"8M31585" "F" "8M72806" 10 18774771 19586674 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 12 5206948 5797615 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 13 6699951 7192912 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 14 699573 2675232 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 17 5898426 6157902 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 18 7364771 8914314 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 20 7104473 8408194 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 24 3888072 5368628 "8M31585_8M72806" NA "no"
"8M31585" "F" "8M72806" 29 967372 2114444 "8M31585_8M72806" NA "no"
"8M31591" "F" "8M71096" 1 21085338 21405696 "8M31591_8M71096" 29163224 "no"
"8M31591" "F" "8M71096" 1 50568920 50755726 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 2 124193787 124997891 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 3 24291141 24835538 "8M31591_8M71096" 8022231 "no"
"8M31591" "F" "8M71096" 3 32857769 33022150 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 4 67835171 70334857 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 5 53737633 54392154 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 6 13650383 14378676 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 7 34233104 34779280 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 8 43492372 44928074 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 9 18801065 19300351 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 10 14198288 14409524 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 11 15673505 15788054 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 13 15087513 15541584 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 15 11920246 12641529 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 18 2865162 3221060 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 24 72011 1755726 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 26 1311807 3098894 "8M31591_8M71096" NA "no"
"8M31591" "F" "8M71096" 29 46084200 46548397 "8M31591_8M71096" NA "no"
"8M31591" "F" "8N06958" 1 45544962 45793570 "8M31591_8N06958" 37152825 "no"
"8M31591" "F" "8N06958" 1 82946395 83340818 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 2 33479067 33620080 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 3 1995551 2132172 "8M31591_8N06958" 53116900 "no"
"8M31591" "F" "8N06958" 3 55249072 55373653 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 4 19435096 19646152 "8M31591_8N06958" 32692630 "no"
"8M31591" "F" "8N06958" 4 52338782 52399949 "8M31591_8N06958" 15438640 "no"
"8M31591" "F" "8N06958" 4 67838589 70126890 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 5 31969294 32255522 "8M31591_8N06958" 24345066 "no"
"8M31591" "F" "8N06958" 5 56600588 57084330 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 7 33652123 33965922 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 8 3271583 3527940 "8M31591_8N06958" 23515380 "no"
"8M31591" "F" "8N06958" 8 27043320 27626323 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 9 679088 1173754 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 12 10507996 10990121 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 13 13845088 14926888 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 14 5168911 5507854 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 18 8177327 8918328 "8M31591_8N06958" NA "no"
"8M31591" "F" "8N06958" 19 2847825 3478086 "8M31591_8N06958" NA "no"
"8M31602" "F" "8M72906" 1 51362242 51662306 "8M31602_8M72906" 53839197 "no"
"8M31602" "F" "8M72906" 1 105501503 106360824 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 2 144229889 144373324 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 3 2210803 2301510 "8M31602_8M72906" 41289206 "no"
"8M31602" "F" "8M72906" 3 43590716 43820229 "8M31602_8M72906" 61289849 "no"
"8M31602" "F" "8M72906" 3 105110078 106322289 "8M31602_8M72906" 149329 "no"
"8M31602" "F" "8M72906" 3 106471618 107157934 "8M31602_8M72906" 862017 "no"
"8M31602" "F" "8M72906" 3 108019951 108707647 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 4 1261240 1593303 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 5 53737633 54379048 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 6 6040622 6312720 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 7 10193210 10394624 "8M31602_8M72906" 18718765 "no"
"8M31602" "F" "8M72906" 7 29113389 29206417 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 8 1265082 1948705 "8M31602_8M72906" 39751992 "no"
"8M31602" "F" "8M72906" 8 41700697 41766585 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 10 1326772 2590401 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 11 18567956 20430685 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 19 1145160 1440171 "8M31602_8M72906" 411600 "no"
"8M31602" "F" "8M72906" 19 1851771 2032401 "8M31602_8M72906" 2446003 "no"
"8M31602" "F" "8M72906" 19 4478404 5901010 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 23 5057784 5919266 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 24 26854 2422349 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72906" 29 64332202 64502529 "8M31602_8M72906" NA "no"
"8M31602" "F" "8M72907" 1 83595584 84235330 "8M31602_8M72907" 15367825 "no"
"8M31602" "F" "8M72907" 1 99603155 102566916 "8M31602_8M72907" 220081 "no"
"8M31602" "F" "8M72907" 1 102786997 103445003 "8M31602_8M72907" 4605644 "no"
"8M31602" "F" "8M72907" 1 108050647 109259958 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 2 21223759 21612804 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 3 66478906 67892907 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 7 16296934 16797686 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 8 1265082 2450088 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 9 7995725 8635531 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 10 1326772 2977652 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 14 18979 2120520 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 24 1799181 4387912 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 27 1973019 3626746 "8M31602_8M72907" NA "no"
"8M31602" "F" "8M72907" 29 64985146 65603477 "8M31602_8M72907" NA "no"
"8M31627" "M" "8M71501" 1 68958477 71111349 "8M31627_8M71501" 1296460 "no"
"8M31627" "M" "8M71501" 1 72407809 72414784 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 2 16329840 16827322 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 3 2930749 3234431 "8M31627_8M71501" 57374390 "no"
"8M31627" "M" "8M71501" 3 60608821 60874802 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 4 64923425 65627057 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 8 7887274 8376576 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 10 13265243 14093435 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 12 7103106 7765570 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 18 6828923 7195124 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 19 2869194 3683219 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 20 11562443 12417477 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M71501" 23 3010267 4605674 "8M31627_8M71501" NA "no"
"8M31627" "M" "8M72621" 1 72335543 72412542 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 3 108853316 109740562 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 4 9125995 9351748 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 5 56349534 56766821 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 6 3330220 3509336 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 8 8376576 8882100 "8M31627_8M72621" 34562798 "no"
"8M31627" "M" "8M72621" 8 43444898 44465637 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 10 18366591 18883121 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 12 14290341 14503689 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 13 12599687 13575378 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 15 3466468 4647222 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 18 389759 1625385 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 19 3478086 4073988 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 20 634493 1085188 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 23 3632963 6284839 "8M31627_8M72621" NA "no"
"8M31627" "M" "8M72621" 29 63639858 63909304 "8M31627_8M72621" NA "no"
"8M31632" "M" "8M71314" 1 97995955 100165926 "8M31632_8M71314" NA "no"
"8M31632" "M" "8M71314" 2 26723143 26900631 "8M31632_8M71314" 104929164 "no"
"8M31632" "M" "8M71314" 2 131829795 131945617 "8M31632_8M71314" NA "no"
"8M31632" "M" "8M71314" 3 4638856 5105963 "8M31632_8M71314" 51067456 "no"
"8M31632" "M" "8M71314" 3 56173419 56379162 "8M31632_8M71314" NA "no"
"8M31632" "M" "8M71314" 4 2659495 2990910 "8M31632_8M71314" 51412331 "no"
"8M31632" "M" "8M71314" 4 54403241 54653001 "8M31632_8M71314" NA "no"
"8M31632" "M" "8M71314" 26 54501 223818 "8M31632_8M71314" NA "no"
"8M31632" "M" "8M71314" 29 18938930 19121737 "8M31632_8M71314" 49330346 "no"
"8M31632" "M" "8M71314" 29 68452083 68691067 "8M31632_8M71314" NA "no"
"8M31634" "M" "8M72643" 1 15516961 15610613 "8M31634_8M72643" 96538448 "no"
"8M31634" "M" "8M72643" 1 112149061 112673038 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 8 3962913 4370967 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 12 17999524 19557591 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 13 15377375 15680172 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 14 13681598 14043049 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 18 296996 1649370 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 20 1795062 1880017 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 21 4446833 5103404 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 23 4007991 4821333 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 26 1787308 3134430 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 27 1211048 1756703 "8M31634_8M72643" NA "no"
"8M31634" "M" "8M72643" 29 65518433 65605798 "8M31634_8M72643" NA "no"
"8M31637" "F" "8M71506" 1 22731596 22945264 "8M31637_8M71506" 22038301 "no"
"8M31637" "F" "8M71506" 1 44983565 45287929 "8M31637_8M71506" 38362459 "no"
"8M31637" "F" "8M71506" 1 83650388 84036471 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 2 22065719 22635398 "8M31637_8M71506" 116298030 "no"
"8M31637" "F" "8M71506" 2 138933428 139228727 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 3 9000400 14212529 "8M31637_8M71506" 29909188 "no"
"8M31637" "F" "8M71506" 3 44121717 44943671 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 4 44267860 44516104 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 5 7597163 9197552 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 6 12833063 13252416 "8M31637_8M71506" 15980101 "no"
"8M31637" "F" "8M71506" 6 29232517 30123041 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 9 4501135 4965457 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 10 1688682 3790409 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 14 6750836 7584481 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 17 7657994 8787431 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 18 4537079 5109357 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 22 209765 2868620 "8M31637_8M71506" NA "no"
"8M31637" "F" "8M71506" 29 46391178 46601657 "8M31637_8M71506" NA "no"
"8M31641" "M" "8N05402" 1 50224121 50720321 "8M31641_8N05402" 60101062 "no"
"8M31641" "M" "8N05402" 1 110821383 111194550 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 2 33877501 34026080 "8M31641_8N05402" 68156945 "no"
"8M31641" "M" "8N05402" 2 102183025 102344259 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 3 9207979 9658878 "8M31641_8N05402" 93654605 "no"
"8M31641" "M" "8N05402" 3 103313483 103465129 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 4 1334366 1514845 "8M31641_8N05402" 921513 "no"
"8M31641" "M" "8N05402" 4 2436358 2537073 "8M31641_8N05402" 151615 "no"
"8M31641" "M" "8N05402" 4 2688688 2867155 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 5 8122680 8789722 "8M31641_8N05402" 27349107 "no"
"8M31641" "M" "8N05402" 5 36138829 36182286 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 7 35227399 35884288 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 9 9637951 9820197 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 10 4843977 4992316 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 11 12616721 12852794 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 12 7866684 8348592 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 13 3882659 4114075 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 14 3151541 3369232 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 20 5533752 5739460 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 21 2057950 2201284 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 26 1273336 3098894 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05402" 29 10409720 10608049 "8M31641_8N05402" 53456398 "no"
"8M31641" "M" "8N05402" 29 64064447 64397467 "8M31641_8N05402" NA "no"
"8M31641" "M" "8N05797" 1 52922761 53060260 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 2 62802235 62851706 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 4 4312726 4519079 "8M31641_8N05797" 47897947 "no"
"8M31641" "M" "8N05797" 4 52417026 52613873 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 5 59193997 59267961 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 6 1604560 1699656 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 7 30713607 30784146 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 8 3818456 3936093 "8M31641_8N05797" 38795898 "no"
"8M31641" "M" "8N05797" 8 42731991 43083047 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 9 12722435 13052199 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 10 11083574 12902765 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 11 7833762 7928947 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 13 15575512 16316930 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 18 6179090 6628457 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 21 3689300 4074433 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 23 5297980 5919266 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 26 566141 1080616 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N05797" 28 1364500 2531611 "8M31641_8N05797" NA "no"
"8M31641" "M" "8N06947" 1 4340703 4517364 "8M31641_8N06947" 68837876 "no"
"8M31641" "M" "8N06947" 1 73355240 73392177 "8M31641_8N06947" 35887546 "no"
"8M31641" "M" "8N06947" 1 109279723 109356013 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 2 32721556 32882563 "8M31641_8N06947" 64930227 "no"
"8M31641" "M" "8N06947" 2 97812790 98153164 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 3 4453325 5210170 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 4 12052441 12339231 "8M31641_8N06947" 55499358 "no"
"8M31641" "M" "8N06947" 4 67838589 70172090 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 5 14688465 14732556 "8M31641_8N06947" 43803867 "no"
"8M31641" "M" "8N06947" 5 58536423 59192831 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 7 4619648 4801068 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 8 5770806 5828972 "8M31641_8N06947" 35322443 "no"
"8M31641" "M" "8N06947" 8 41151415 41480274 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 14 7742155 8255305 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 15 12581954 13314391 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 18 7402587 7800806 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 19 3160212 3342362 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 20 6969878 7216792 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 21 2121116 2249740 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 23 5897344 6974644 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 24 236194 1595122 "8M31641_8N06947" 3122217 "no"
"8M31641" "M" "8N06947" 24 4717339 5130805 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 26 2102465 3237820 "8M31641_8N06947" 732112 "no"
"8M31641" "M" "8N06947" 26 3969932 4186860 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 28 2841842 3338328 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N06947" 29 47118502 47509767 "8M31641_8N06947" 16992762 "no"
"8M31641" "M" "8N06947" 29 64502529 64709363 "8M31641_8N06947" NA "no"
"8M31641" "M" "8N72591" 1 20037896 20083497 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 2 11588125 11644565 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 3 16752508 17034205 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 4 11440896 11630096 "8M31641_8N72591" 56208493 "no"
"8M31641" "M" "8N72591" 4 67838589 70172090 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 6 912381 1302209 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 7 1659313 1868470 "8M31641_8N72591" 19889119 "no"
"8M31641" "M" "8N72591" 7 21757589 21788686 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 8 5196655 5407545 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 9 22860308 23069513 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 15 6108045 6439202 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 18 6179090 6628457 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 21 420 147446 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 22 1165341 2490684 "8M31641_8N72591" NA "no"
"8M31641" "M" "8N72591" 24 481943 1799181 "8M31641_8N72591" NA "no"
